frame_time_s,rms,spectral_centroid_hz,zcr,f0_hz,voiced,jitter,shimmer,hnr
19.6441,0.509135,1547.13,0.004883,64.853,0,,,
19.6673,0.540042,1653.63,0.005859,64.853,0,,,
19.6905,0.558119,1696.01,0.004395,64.853,0,,,
19.7137,0.540946,1497.38,0.006836,64.853,0,,,
19.737,0.57351,1447.54,0.006348,64.853,0,,,
19.7602,0.57879,1341.34,0.005371,64.853,0,,,
19.7834,0.553855,1778.16,0.011719,64.853,0,,,
19.8066,0.592197,2263.18,0.009277,64.853,0,,,
19.8298,0.580923,2025.85,0.008301,408.333,0,,,
19.8531,0.543351,1804.58,0.008789,408.333,0,,,
19.8763,0.567502,1338.71,0.003418,64.853,0,,,
19.8995,0.530567,1072.98,0.003418,64.853,0,,,
19.9227,0.499379,1166.45,0.007812,64.853,0,,,
19.9459,0.529637,1685.68,0.007324,64.853,0,,,
19.9692,0.495962,1831.12,0.007812,64.853,0,,,
19.9924,0.480605,2003.53,0.009766,408.333,0,,,
20.0156,0.48702,1979.44,0.006348,64.853,0,,,
20.0388,0.42655,1849.83,0.008789,408.333,0,,,
20.062,0.383891,1821.24,0.010254,408.333,0,,,
20.0853,0.342689,1809.34,0.012207,369.832,1,,,4.0062
20.1085,0.264514,1772.97,0.023438,391.457,0,,,
20.1317,0.236708,1955.55,0.062988,179.925,1,,,-0.8877
20.1549,0.241066,2740.43,0.086914,177.01,1,0.016338,0.018243,-3.7744
20.1781,0.216892,2766.39,0.111816,172.198,1,0.027558,0.10557,-2.6539
20.2014,0.210333,2500.76,0.111816,86.778,1,0.659678,0.030705,-0.0012
20.2246,0.190011,2504.05,0.080078,87.411,1,0.007276,0.101525,0.605
20.2478,0.138591,2357.77,0.07666,87.548,1,0.001557,0.312959,2.7015
20.271,0.137089,2471.77,0.068848,88.293,1,0.008474,0.0109,1.7328
20.2942,0.146493,2877.41,0.080566,87.789,1,0.005724,0.06632,3.2434
20.3175,0.156854,3221.57,0.093262,87.037,1,0.008594,0.068311,4.2084
20.3407,0.14956,3107.78,0.09375,87.218,1,0.002072,0.047604,1.1753
20.3639,0.128205,2514.34,0.080078,87.23,1,0.000135,0.153767,1.3864
20.3871,0.152345,2421.41,0.089355,86.867,1,0.004173,0.172091,-6.162
20.4103,0.208792,2615.25,0.090332,86.791,1,0.000869,0.312606,-2.6245
20.4336,0.240376,2359.43,0.089844,142.613,1,0.486672,0.140636,-1.4256
20.4568,0.283878,2242.94,0.086914,277.244,1,0.641316,0.165955,-1.5186
20.48,0.287927,2259.99,0.076172,286.169,1,0.031682,0.014165,4.4268
20.5032,0.254306,2521.21,0.109375,178.111,1,0.465486,0.12401,1.4172
20.5264,0.25406,3566.26,0.101562,363.661,1,0.684974,0.000967,0.5625
20.5497,0.229033,3725.54,0.118652,408.333,0,,,
20.5729,0.201068,3491.53,0.097656,381.813,0,,,
20.5961,0.210678,3074.72,0.040527,344.174,1,,,3.4488
20.6193,0.213399,1793.6,0.056641,390.383,0,,,
20.6425,0.216216,2602.25,0.060547,408.333,0,,,
20.6658,0.239377,2705.56,0.067871,318.804,1,,,-2.1363
20.689,0.232311,2299.9,0.08252,317.179,1,0.005112,0.029958,1.9407
20.7122,0.207263,2216.78,0.060059,156.381,1,0.6791,0.113968,-0.9758
20.7354,0.209028,2402.2,0.034668,156.322,1,0.00038,0.008481,2.9767
20.7586,0.183258,2054.01,0.033691,156.836,1,0.003285,0.131381,5.7974
20.7819,0.164517,2013.81,0.041992,157.612,1,0.004934,0.107782,2.859
20.8051,0.171668,3481.86,0.034668,388.068,0,,,
20.8283,0.137832,3160.93,0.035645,396.243,0,,,
20.8515,0.125587,1572.99,0.033203,397.573,0,,,
20.8747,0.173239,2330.28,0.037109,64.853,0,,,
20.898,0.18516,3112.65,0.059082,67.247,0,,,
20.9212,0.204059,2899.68,0.083984,314.121,1,,,0.8928
20.9444,0.216851,2538.86,0.097168,360.914,1,0.138637,0.060779,4.3462
20.9676,0.179051,2540.43,0.102051,184.256,1,0.648084,0.190954,0.5689
20.9908,0.144656,2262.36,0.109375,182.417,1,0.010032,0.212505,-0.3696
21.0141,0.108021,2663.67,0.097168,178.213,1,0.023311,0.289978,2.884
21.0373,0.067167,2817.5,0.095215,168.968,1,0.053261,0.466394,3.5819
21.0605,0.046177,2599.27,0.074707,301.589,0,,,
21.0837,0.04027,2371.11,0.047363,306.278,0,,,
21.1069,0.029408,2775.55,0.117188,308.115,0,,,
21.1302,0.028423,4005.04,0.155273,367.91,0,,,
21.1534,0.029252,4076.83,0.226074,408.333,0,,,
21.1766,0.027625,4013.95,0.302246,337.36,0,,,
21.1998,0.096695,4082.41,0.277832,369.107,1,,,-4.6905
21.223,0.133716,3130.5,0.239258,368.46,1,0.001754,0.32134,0.9226
21.2463,0.135043,2847.36,0.211914,305.045,1,0.188314,0.009877,2.338
21.2695,0.135218,2793.42,0.220215,303.032,1,0.00662,0.001297,-0.5148
21.2927,0.097597,4360.07,0.217285,290.148,1,0.043438,0.323181,-4.7891
21.3159,0.029141,4748.4,0.234375,275.821,0,,,
21.3391,0.016553,3404.33,0.227051,275.082,0,,,
21.3624,0.124309,3281.98,0.177734,145.617,1,,,-2.4466
21.3856,0.184712,2930.91,0.13623,296.174,1,0.681577,0.390932,-0.0465
21.4088,0.227914,2416.81,0.128906,290.811,1,0.018274,0.209397,-2.1495
21.432,0.292814,2187.68,0.086914,288.937,1,0.006464,0.249267,-0.4927
21.4552,0.288739,2323.4,0.05127,293.154,1,0.014486,0.014014,3.2824
21.4785,0.266853,2141.08,0.041016,331.879,1,0.123915,0.078782,1.5309
21.5017,0.265966,1506.1,0.016602,330.633,1,0.003762,0.003332,2.7905
21.5249,0.213126,894.86,0.013184,301.934,1,0.090739,0.220583,5.21
21.5481,0.195633,719.9,0.010742,199.865,1,0.406811,0.085591,1.5363
21.5713,0.224588,1658.29,0.024902,225.536,1,0.120689,0.137807,1.9828
21.5946,0.219823,2738.28,0.039551,215.975,1,0.043308,0.021445,2.4858
21.6178,0.221165,2621.34,0.054688,346.643,1,0.464499,0.00609,0.5499
21.641,0.237047,2351.29,0.071777,348.202,1,0.004486,0.06932,3.103
21.6642,0.20376,2881.25,0.065918,367.601,1,0.054203,0.151029,6.5579
21.6874,0.180689,3549.79,0.086914,344.317,1,0.065413,0.120018,1.6682
21.7107,0.213348,3567.96,0.106934,408.333,0,,,
21.7339,0.204919,3098.66,0.115234,408.333,0,,,
21.7571,0.227983,2636.58,0.119141,408.333,0,,,
21.7803,0.238593,2467.06,0.095215,408.333,0,,,
21.8035,0.191336,2512.24,0.063477,155.658,1,,,-0.1862
21.8268,0.1741,2283.31,0.04248,154.094,1,0.010101,0.094327,-1.8671
21.85,0.145884,1676.0,0.041504,153.835,1,0.001679,0.176358,1.2928
21.8732,0.123729,3060.05,0.070801,167.109,1,0.082716,0.164347,-1.0997
21.8964,0.143483,3634.75,0.10498,184.553,1,0.099212,0.147848,1.9957
21.9196,0.150744,3547.28,0.153809,175.522,1,0.050161,0.049362,3.3289
21.9429,0.138704,3847.23,0.232422,174.333,1,0.0068,0.083195,-0.5873
21.9661,0.121633,4391.34,0.258789,173.342,1,0.0057,0.131144,-2.4146
21.9893,0.093353,4940.22,0.261719,174.078,1,0.00424,0.263091,4.9517
22.0125,0.059961,5227.61,0.302734,200.45,1,0.140825,0.435606,3.6696
22.0357,0.051531,5353.9,0.310059,355.286,1,0.557229,0.151222,-0.8389
22.059,0.049839,5512.4,0.335449,355.397,0,,,
22.0822,0.127557,4211.37,0.337891,381.28,0,,,
22.1054,0.151507,3315.27,0.267578,408.333,0,,,
22.1286,0.179355,2800.02,0.177246,218.81,1,,,2.8453
22.1518,0.1978,2346.57,0.108398,76.65,1,0.96229,0.09781,5.8208
22.1751,0.170643,2676.9,0.093262,182.318,1,0.816066,0.147412,6.9843
22.1983,0.150907,2888.59,0.09668,182.44,1,0.000669,0.122759,5.2343
22.2215,0.115584,2758.78,0.174805,182.592,1,0.000833,0.265095,-5.0946
22.2447,0.076417,3714.96,0.199707,183.174,1,0.003178,0.407986,-2.5063
22.2679,0.035939,4615.21,0.210938,181.357,0,,,
22.2912,0.025406,4024.6,0.230957,74.903,0,,,
22.3144,0.098324,3214.48,0.177246,181.774,1,,,-3.631
22.3376,0.163991,2943.52,0.146973,182.898,1,0.006167,0.500672,-1.8547
22.3608,0.213477,2482.72,0.129395,280.702,1,0.421932,0.262195,-2.3998
22.384,0.251865,2246.45,0.101074,283.671,1,0.010521,0.164991,-0.6774
22.4073,0.257209,2414.64,0.082031,69.044,0,,,
22.4305,0.248301,2295.08,0.080078,69.128,0,,,
22.4537,0.241981,2030.89,0.061523,69.416,0,,,
22.4769,0.215143,1874.85,0.04541,69.824,0,,,
22.5001,0.209693,1441.25,0.035645,64.853,0,,,
22.5234,0.200091,1231.5,0.019043,64.853,0,,,
22.5466,0.166695,1414.06,0.02002,64.853,0,,,
22.5698,0.168612,1524.2,0.02002,64.853,0,,,
22.593,0.153973,1561.76,0.015625,64.853,0,,,
22.6162,0.129226,1633.55,0.024902,64.853,0,,,
22.6395,0.128763,1757.25,0.027832,64.853,0,,,
22.6627,0.112846,1786.83,0.025391,64.853,0,,,
22.6859,0.092406,1733.01,0.028809,64.853,0,,,
22.7091,0.088729,1409.32,0.023926,64.853,0,,,
22.7323,0.074726,1114.87,0.015625,64.853,0,,,
22.7556,0.059231,1126.51,0.020996,64.853,0,,,
22.7788,0.055632,1160.06,0.020996,64.853,0,,,
22.802,0.046186,1225.08,0.017578,64.853,0,,,
22.8252,0.036034,1391.77,0.026855,64.853,0,,,
22.8484,0.033704,1725.77,0.039551,64.853,0,,,
22.8717,0.029058,2008.64,0.053711,64.853,0,,,
22.8949,0.024227,2144.22,0.07959,208.202,0,,,
22.9181,0.021492,2166.61,0.097168,69.248,0,,,
22.9413,0.016645,2333.4,0.106445,208.704,0,,,
22.9645,0.011058,2424.32,0.122559,209.351,0,,,
22.9878,0.007263,2443.15,0.131348,209.51,0,,,
23.011,0.005251,2663.07,0.143555,208.32,0,,,
23.0342,0.004956,2739.61,0.152832,208.22,0,,,
23.0574,0.004868,2771.11,0.146973,207.866,0,,,
23.0806,0.004941,2600.19,0.144043,207.952,0,,,
23.1039,0.004921,2375.04,0.137695,208.077,0,,,
23.1271,0.004724,2399.2,0.131348,208.252,0,,,
23.1503,0.004588,2473.06,0.124512,207.867,0,,,
23.1735,0.004,2342.1,0.12207,207.207,0,,,
23.1967,0.003669,2218.85,0.116699,207.032,0,,,
23.22,0.003376,2098.12,0.114258,207.451,0,,,
23.2432,0.003001,2014.56,0.116211,206.961,0,,,
23.2664,0.002916,1988.92,0.114258,207.317,0,,,
23.2896,0.255164,1974.11,0.107422,207.739,1,,,-2.8631
23.3128,0.417948,1721.08,0.080566,207.065,1,0.003254,0.483676,-7.6843
23.3361,0.447489,1477.61,0.064941,111.729,1,0.598101,0.068267,-3.1349
23.3593,0.458256,1397.54,0.039062,64.853,0,,,
23.3825,0.403493,1820.61,0.018555,64.853,0,,,
23.4057,0.276281,1365.99,0.016602,64.853,0,,,
23.4289,0.267021,872.62,0.013184,64.853,0,,,
23.4522,0.282413,1268.68,0.008789,64.853,0,,,
23.4754,0.300251,1578.01,0.011719,64.853,0,,,
23.4986,0.291993,1645.03,0.020508,64.853,0,,,
23.5218,0.296019,1663.15,0.015137,64.853,0,,,
23.545,0.323252,1758.4,0.015137,64.853,0,,,
23.5683,0.309652,1696.87,0.014648,64.853,0,,,
23.5915,0.32024,1164.67,0.005371,64.853,0,,,
23.6147,0.34318,555.76,0.004395,64.853,0,,,
23.6379,0.33332,1034.76,0.032227,64.853,0,,,
23.6611,0.350463,2438.51,0.036621,67.484,0,,,
23.6844,0.380053,2483.06,0.046387,408.333,0,,,
23.7076,0.352775,2120.28,0.054688,318.031,1,,,0.4239
23.7308,0.35754,1876.41,0.028809,174.085,1,0.585009,0.013418,1.3231
23.754,0.361567,1875.66,0.035645,175.317,1,0.007051,0.0112,5.0068
23.7772,0.324039,2404.79,0.030273,336.897,1,0.630908,0.109473,2.471
23.8005,0.353101,2655.77,0.023926,131.692,1,0.875841,0.085835,4.0525
23.8237,0.366092,2157.58,0.027344,68.557,0,,,
23.8469,0.365743,1853.38,0.020508,366.26,1,,,2.7899
23.8701,0.389912,2007.99,0.02002,375.367,1,,,5.7623
23.8933,0.372386,2046.78,0.023438,393.661,0,,,
23.9166,0.332604,1910.98,0.018066,399.149,0,,,
23.9398,0.297192,1645.16,0.01123,408.333,0,,,
23.963,0.231398,1090.25,0.008789,408.333,0,,,
23.9862,0.18582,1265.11,0.032715,64.853,0,,,
24.0094,0.204069,3209.38,0.074707,64.853,0,,,
24.0327,0.2187,3064.38,0.102539,408.333,0,,,
24.0559,0.237472,2725.79,0.125488,408.333,0,,,
24.0791,0.231394,2389.58,0.104492,68.905,0,,,
24.1023,0.188242,2103.89,0.066406,103.441,1,,,2.2477
24.1255,0.139619,1542.63,0.071289,103.18,1,0.002521,0.296607,1.3849
24.1488,0.112464,3349.14,0.074219,91.501,1,0.119983,0.215441,-2.4808
24.172,0.138952,3306.42,0.093262,94.655,1,0.033887,0.210711,1.694
24.1952,0.15467,3105.88,0.108887,93.158,1,0.015947,0.107061,4.3933
24.2184,0.152712,3161.86,0.097656,92.536,1,0.006696,0.012743,1.2051
24.2416,0.133603,2934.79,0.083008,92.062,1,0.005131,0.133479,-0.5552
24.2649,0.172218,2979.22,0.09082,91.324,1,0.008048,0.252531,-1.0213
24.2881,0.200542,2960.62,0.092285,94.057,1,0.029479,0.15197,-0.5773
24.3113,0.243097,2673.52,0.088867,301.432,1,1.048704,0.191848,-1.4668
24.3345,0.307365,2343.21,0.096191,313.543,1,0.039386,0.233503,2.5356
24.3577,0.297665,2233.73,0.086426,209.044,1,0.399928,0.032062,2.9788
24.381,0.28704,2075.96,0.082031,208.282,1,0.003653,0.036346,0.5076
24.4042,0.27718,2171.33,0.064941,208.031,1,0.001209,0.03495,4.2078
24.4274,0.212591,1758.49,0.048828,208.55,1,0.002492,0.26375,3.7516
24.4506,0.191502,1041.27,0.024414,408.333,0,,,
24.4738,0.195616,781.96,0.009277,64.853,0,,,
24.4971,0.199298,2135.71,0.051758,208.831,1,,,-1.0146
24.5203,0.220965,2888.58,0.072754,325.929,1,0.437945,0.103111,-4.4412
24.5435,0.242371,2903.91,0.086426,298.748,1,0.087023,0.092401,2.0384
24.5667,0.231947,2611.43,0.110352,353.02,1,0.166539,0.043957,2.5318
24.5899,0.217416,2734.01,0.075684,357.554,1,0.01276,0.06467,2.8424
24.6132,0.210353,2667.57,0.062988,184.78,1,0.637152,0.033026,5.1424
24.6364,0.171304,2498.84,0.081055,183.549,1,0.006679,0.204628,5.0492
24.6596,0.162918,3334.63,0.078125,366.259,1,0.66463,0.050183,5.9292
24.6828,0.150041,4247.34,0.083984,64.853,0,,,
24.706,0.115813,3937.81,0.097656,398.154,0,,,
24.7293,0.12122,4042.76,0.091309,64.853,0,,,
24.7525,0.16062,3844.79,0.109863,64.853,0,,,
24.7757,0.178565,3180.52,0.122559,317.239,1,,,-3.563
24.7989,0.200124,2634.72,0.124023,230.499,1,0.316722,0.11386,2.9883
24.8221,0.210573,2427.2,0.11377,169.784,1,0.30336,0.050886,6.558
24.8454,0.175185,2656.81,0.09668,174.521,1,0.027518,0.183476,4.9025
24.8686,0.141588,2600.94,0.083496,174.886,1,0.002089,0.212118,2.4123
24.8918,0.106834,2503.26,0.068848,174.551,1,0.00192,0.279797,2.3823
24.915,0.068113,2882.3,0.165039,173.898,1,0.003749,0.442667,0.8614
24.9382,0.052539,4670.16,0.199219,175.44,1,0.008829,0.258154,-2.5257
24.9615,0.044166,4831.66,0.213867,177.619,0,,,
24.9847,0.037186,4007.6,0.284668,408.333,0,,,
25.0079,0.038911,4286.1,0.244629,408.333,0,,,
25.0311,0.043274,4072.09,0.259277,399.725,0,,,
25.0543,0.048407,3858.08,0.312988,359.304,0,,,
25.0776,0.126529,3734.88,0.266602,355.784,1,,,-0.8531
25.1008,0.139358,3102.33,0.214844,352.868,1,0.008227,0.096501,1.2804
25.124,0.138556,2794.42,0.218262,283.821,1,0.216897,0.005771,2.9194
25.1472,0.136344,3209.46,0.21582,284.657,1,0.002943,0.016092,-2.505
25.1704,0.069128,4621.37,0.242188,290.004,1,0.018609,0.654258,-5.237
25.1937,0.029122,4426.49,0.300293,289.562,0,,,
25.2169,0.044953,3951.0,0.276367,299.588,0,,,
25.2401,0.152383,3281.87,0.22998,87.467,1,,,-3.6064
25.2633,0.199215,2810.57,0.188965,352.385,1,1.204578,0.266394,-2.4269
25.2865,0.242624,2388.01,0.128418,143.988,1,0.839677,0.196491,-3.4667
25.3098,0.282429,2154.26,0.078613,146.638,1,0.018238,0.151623,3.2821
25.333,0.253196,1964.53,0.047363,156.231,1,0.063342,0.109155,4.0719
25.3562,0.239672,1336.63,0.026367,219.185,1,0.335383,0.05488,1.3544
25.3794,0.232187,869.86,0.009277,64.853,0,,,
25.4026,0.189164,737.62,0.010742,189.813,1,,,3.2132
25.4259,0.196813,939.62,0.009277,198.414,1,,,2.6947
25.4491,0.209662,2354.43,0.026855,64.853,0,,,
25.4723,0.20118,3060.66,0.048828,207.915,1,,,0.5851
25.4955,0.228389,2518.74,0.055176,384.008,0,,,
25.5187,0.243751,2237.76,0.063477,380.668,0,,,
25.542,0.219703,1863.5,0.044922,207.907,1,,,3.475
25.5652,0.221584,1347.96,0.03418,207.906,1,,,-0.5739
25.5884,0.249023,2577.04,0.048828,408.333,0,,,
25.6116,0.242657,2628.9,0.057129,314.152,1,,,0.7209
25.6348,0.252091,2552.13,0.078613,318.098,1,0.012481,0.038137,3.271
25.658,0.23925,3093.46,0.086426,183.528,1,0.536533,0.052268,4.0093
25.6813,0.173862,3700.89,0.084473,184.218,1,0.00375,0.316562,5.8264
25.7045,0.147946,4059.91,0.078125,361.282,1,0.649183,0.16107,0.8811
25.7277,0.250351,2763.65,0.058594,392.466,0,,,
25.7509,0.324126,1379.25,0.046387,195.795,1,,,-5.9611
25.7741,0.394155,1685.07,0.03125,93.507,1,,,0.868
25.7974,0.4414,2118.03,0.024414,64.853,0,,,
25.8206,0.417576,2081.78,0.021973,64.853,0,,,
25.8438,0.412106,1587.03,0.013184,64.853,0,,,
25.867,0.405166,721.66,0.006348,64.853,0,,,
25.8902,0.40765,483.0,0.00293,64.853,0,,,
25.9135,0.430212,473.71,0.002441,64.853,0,,,
25.9367,0.436945,628.46,0.012207,64.853,0,,,
25.9599,0.452238,2229.28,0.022949,64.853,0,,,
25.9831,0.465084,2649.32,0.026855,408.333,0,,,
26.0063,0.46629,2312.85,0.03125,408.333,0,,,
26.0296,0.47225,2006.58,0.020996,408.333,0,,,
26.0528,0.459793,1835.44,0.010254,408.333,0,,,
26.076,0.441178,1343.81,0.006836,408.333,0,,,
26.0992,0.447531,1264.8,0.002441,408.333,0,,,
26.1224,0.43292,1955.42,0.00293,64.853,0,,,
26.1457,0.426616,1994.57,0.00293,64.853,0,,,
26.1689,0.439755,1077.27,0.002441,64.853,0,,,
26.1921,0.44108,1332.11,0.012695,64.853,0,,,
26.2153,0.452482,2145.69,0.01709,64.853,0,,,
26.2385,0.4773,2087.35,0.019043,358.571,1,,,3.2774
26.2618,0.466833,1759.19,0.024414,314.145,1,0.132079,0.022173,3.7111
26.285,0.467464,1619.94,0.021973,299.925,1,0.046317,0.001351,4.2553
26.3082,0.455656,1572.4,0.019531,408.333,0,,,
26.3314,0.436153,1290.29,0.017578,356.647,1,,,4.0252
26.3546,0.430686,674.3,0.012695,64.853,0,,,
26.3779,0.392518,368.19,0.004883,64.853,0,,,
26.4011,0.367513,503.86,0.005371,64.853,0,,,
26.4243,0.306883,1020.97,0.007812,64.853,0,,,
26.4475,0.253246,1124.01,0.008301,64.853,0,,,
26.4707,0.204911,1242.35,0.02832,64.853,0,,,
26.494,0.144803,2173.9,0.043945,64.853,0,,,
26.5172,0.119561,3107.16,0.086914,64.853,0,,,
26.5404,0.08718,3621.66,0.125977,369.812,1,,,-0.6515
26.5636,0.073527,3634.14,0.144043,369.076,1,0.001994,0.169917,0.4445
26.5868,0.056227,3608.22,0.168945,369.205,1,0.00035,0.266651,-0.8357
26.6101,0.042578,3444.96,0.14209,368.339,0,,,
26.6333,0.03064,3061.79,0.129395,366.838,0,,,
26.6565,0.01987,2614.32,0.114746,304.323,0,,,
26.6797,0.024225,2470.73,0.108398,300.786,0,,,
26.7029,0.062456,3418.68,0.15332,176.757,1,,,-7.5611
26.7262,0.120261,3261.48,0.145508,352.69,1,,,-0.8662
26.7494,0.145885,2671.99,0.152832,408.333,0,,,
26.7726,0.156354,2501.13,0.149414,173.79,1,,,4.0857
26.7958,0.146702,2996.87,0.200684,175.994,1,0.012603,0.063696,1.9292
26.819,0.10577,4099.62,0.302246,179.183,1,0.01796,0.324252,-1.5863
26.8423,0.067414,5326.8,0.398438,187.166,1,0.043578,0.442945,-1.5326
26.8655,0.03545,5523.42,0.494629,174.009,0,,,
26.8887,0.031796,5723.11,0.517578,180.441,0,,,
26.9119,0.034994,5811.93,0.501465,132.903,0,,,
26.9351,0.0537,5349.48,0.412109,368.048,1,,,-5.1832
26.9584,0.103449,3269.23,0.29541,408.333,0,,,
26.9816,0.127186,2071.84,0.172363,148.803,1,,,4.3764
27.0048,0.135551,2102.16,0.084473,154.904,1,0.04018,0.063674,6.0478
27.028,0.130342,2426.43,0.115234,77.575,1,0.665253,0.03918,3.4938
27.0512,0.095301,3226.56,0.210449,154.827,1,0.66481,0.310589,1.1379
27.0745,0.058737,4752.34,0.299316,153.119,1,0.011097,0.474737,0.4361
27.0977,0.029608,5219.73,0.397949,155.364,0,,,
27.1209,0.024394,5260.58,0.450195,154.815,0,,,
27.1441,0.036016,5235.29,0.416504,155.1,0,,,
27.1673,0.325628,3440.63,0.337891,162.147,1,,,-3.458
27.1906,0.436283,1997.24,0.231934,360.185,1,0.758288,0.290468,-8.9363
27.2138,0.455803,1607.97,0.132324,110.515,1,1.060848,0.043764,0.7851
27.237,0.46501,1757.21,0.072266,64.853,0,,,
27.2602,0.358561,2106.93,0.05957,64.853,0,,,
27.2834,0.248782,2182.27,0.051758,176.687,1,,,1.7675
27.3067,0.297792,2071.35,0.030762,173.366,1,0.018972,0.179335,2.6932
27.3299,0.357544,2319.67,0.019531,173.659,1,0.001684,0.182356,6.0233
27.3531,0.37654,2892.82,0.018555,173.887,1,0.001312,0.051754,3.4543
27.3763,0.426843,3026.37,0.018066,408.333,0,,,
27.3995,0.431877,2548.24,0.019043,395.796,0,,,
27.4228,0.412175,1847.15,0.015625,168.906,1,,,4.232
27.446,0.445945,1388.65,0.005371,64.853,0,,,
27.4692,0.434111,1411.48,0.005371,64.853,0,,,
27.4924,0.415621,1566.77,0.004883,176.144,1,,,4.2074
27.5156,0.460674,1774.76,0.01123,64.853,0,,,
27.5389,0.444601,2333.08,0.012695,64.853,0,,,
27.5621,0.432888,2235.85,0.012695,408.333,0,,,
27.5853,0.463433,2092.01,0.012207,408.333,0,,,
27.6085,0.426105,1502.14,0.005859,64.853,0,,,
27.6317,0.419972,712.25,0.003418,64.853,0,,,
27.655,0.443693,896.45,0.002441,64.853,0,,,
27.6782,0.426716,1332.68,0.006836,111.97,1,,,3.7744
27.7014,0.438274,1607.67,0.012207,408.333,0,,,
27.7246,0.46113,1825.18,0.012207,67.321,0,,,
27.7478,0.432321,1749.39,0.018555,156.614,1,,,3.9726
27.7711,0.410801,1857.45,0.019043,160.253,1,,,5.7283
27.7943,0.379192,2762.67,0.015137,408.333,0,,,
27.8175,0.304145,2732.62,0.015625,408.333,0,,,
27.8407,0.259238,2366.62,0.012207,64.853,0,,,
27.8639,0.211212,3139.37,0.01709,64.853,0,,,
27.8872,0.191651,3468.98,0.054199,64.853,0,,,
27.9104,0.204475,2935.43,0.075195,392.221,0,,,
27.9336,0.209797,2501.76,0.096191,323.643,1,,,-0.7859
27.9568,0.206358,2227.51,0.087891,77.693,1,1.225654,0.01653,-2.4854
27.98,0.172648,1976.74,0.068848,78.059,1,0.004693,0.177887,-1.9959
28.0033,0.142599,2358.91,0.088867,77.69,1,0.004733,0.190639,-2.9095
28.0265,0.129969,3400.11,0.107422,88.723,1,0.132596,0.092672,0.4985
28.0497,0.133659,3556.68,0.158691,78.574,1,0.121329,0.027994,0.3267
28.0729,0.130352,3928.97,0.222168,78.743,1,0.002146,0.02505,-1.8221
28.0961,0.112819,4479.9,0.245605,79.019,1,0.003501,0.144204,-1.6764
28.1194,0.090539,4964.98,0.270508,80.383,1,0.017115,0.219123,-1.4967
28.1426,0.172076,3938.14,0.245605,81.724,1,0.016542,0.620966,0.2087
28.1658,0.220367,2885.73,0.178223,369.093,1,1.274882,0.246105,-0.0243
28.189,0.262492,2354.38,0.125488,301.871,1,0.200374,0.17448,0.7518
28.2122,0.29963,2360.09,0.068848,310.916,1,0.029519,0.132134,3.9785
28.2355,0.26743,2376.9,0.040527,174.38,1,0.56269,0.113566,3.1509
28.2587,0.243855,2049.06,0.028809,354.026,1,0.679954,0.09222,3.087
28.2819,0.228077,1526.37,0.018555,397.368,0,,,
28.3051,0.187803,914.55,0.009277,408.333,0,,,
28.3283,0.186678,926.53,0.010254,408.333,0,,,
28.3516,0.20588,1149.02,0.020508,64.853,0,,,
28.3748,0.209216,2617.13,0.057129,408.333,0,,,
28.398,0.229973,2942.82,0.078613,408.333,0,,,
28.4212,0.248729,2609.18,0.09082,318.356,1,,,1.5265
28.4444,0.225383,2019.87,0.083984,408.333,0,,,
28.4677,0.203984,2046.39,0.069336,155.306,1,,,0.7033
28.4909,0.194642,2757.27,0.054688,154.655,1,0.004197,0.046871,8.8038
28.5141,0.156187,3210.83,0.07373,369.765,1,0.820373,0.219226,7.55
28.5373,0.155325,3828.9,0.081055,64.853,0,,,
28.5605,0.156996,4287.33,0.067871,64.853,0,,,
28.5838,0.124409,3697.83,0.083008,393.703,0,,,
28.607,0.154263,3357.1,0.075195,395.463,0,,,
28.6302,0.196628,2763.84,0.093262,397.366,0,,,
28.6534,0.197019,2819.93,0.115723,408.333,0,,,
28.6766,0.210639,2842.41,0.128418,183.187,1,,,3.6586
28.6999,0.203417,3084.52,0.130371,183.774,1,0.0032,0.034881,3.3122
28.7231,0.158193,2954.75,0.117676,183.13,1,0.003514,0.25013,4.7073
28.7463,0.143912,2925.16,0.163574,176.013,1,0.039632,0.094543,-0.1444
28.7695,0.124849,3840.0,0.209473,173.544,1,0.014124,0.141858,-3.3688
28.7927,0.089263,4575.85,0.259766,169.185,1,0.025439,0.332399,-4.4469
28.816,0.070435,4473.66,0.266113,167.127,1,0.01224,0.235795,-1.6353
28.8392,0.055688,3924.2,0.262695,175.039,1,0.046245,0.233848,-0.0135
28.8624,0.040866,4060.75,0.25293,408.333,0,,,
28.8856,0.040445,4157.32,0.226074,327.584,0,,,
28.9088,0.038743,3740.0,0.241699,208.895,0,,,
28.9321,0.044311,3333.17,0.213379,127.655,0,,,
28.9553,0.126416,3054.51,0.165039,158.014,1,,,-0.2105
28.9785,0.140378,2829.33,0.144531,357.263,1,0.77337,0.10467,0.2299
29.0017,0.155073,2655.64,0.144531,305.409,1,0.1565,0.099476,-5.9967
29.0249,0.16108,2792.07,0.111816,310.941,1,0.01795,0.037997,-2.7527
29.0482,0.116555,2874.19,0.090332,103.076,1,1.004135,0.320744,3.8266
29.0714,0.100451,2311.27,0.069336,105.007,1,0.018558,0.148415,1.8748
29.0946,0.112898,2018.44,0.058105,104.181,1,0.007898,0.116677,-5.6596
29.1178,0.194032,2985.19,0.060547,102.157,1,0.019622,0.528682,-2.7422
